CUSTOMER_IDENTIFIER,DATE_LAST_UPDATED,SEX_CODE,INCOME_GROUP_CODE,NUMBER_OF_ACCOUNTS,OCCUPATIONAL_STATUS_CODE,AGE
ID_88107e9946f90c78e2fbe6a3bb43898275b4723097b8c1500119890f7f76bb7fe3dbc90cc2ea50dddf883e3bd0ec1d5ce92f4e7232cb93423e8aaeb2d17b7399,2022-09,1,16,17,1,32
ID_8a431403b7740eb7c52d0433362dc036f04436323a233ddef97b77a032616480dedd254ee79fb4ba45b5044a14346250586cf853aaf9c7a759716661a2edb880,2022-09,1,15,13,1,48
ID_8cb3535aee3cdcc97f542a476cc952355509ffd1240a651ccca21ae636e81a0865d3c5dcabfcfeeb5d1f30bdb01feeb81c0020a3f572987892f021c2c3ce6960,2022-08,1,7,11,1,32
ID_9178015c43fb457d310b2f78acbbe3c1e406560f280088549cb547a103cbbf019f00a98fefaad0aa7ac7f13df88bc8c483a5e2294a7c9704a0317cda7c413b4d,2022-09,0,10,6,1,18
ID_95157faa199479fe7a03b5c98c6339b3d381fe45a2f821a259bc05840b2b22031742c6fa46b39860eb428c103d7cdfdd4c6d5807ee834e3e0bed2b95eee795f6,2022-08,0,13,5,1,37
ID_99c4c5b933059b764a17b66796ecbad5b032dc7a6a73804c119d488a3c47d9b82276483bed2d2bea58fe1e079df56614e1360cac86ead1faeeb7efb743dad382,2022-04,1,9,5,1,32
ID_9efd93646bdbc71778a4355b42c8d007dd2f06c666745a24d0f3a07c5fec34c5109841d29095a440e21490bf4dda92ff40d666ab71c1358944714c257a322451,2022-08,1,16,6,1,29
ID_a0f6989eb64c4219e60726b9a005d63b250c8e7cc733320acfa05910898534e4d724d0d521f06733933b526b6756c271d166775a48f8fc5fcb123d6eb1cc2074,2022-09,0,9,8,1,28
ID_a1a228c0e50465b4902c38ec8a4b527323d51347f57d6ef2d7fccbc7214256ba9aceb91bfed4fb8c665a4afb62c1a1aecc63cd438b8b22d9affc598502f209c6,2022-06,0,15,3,1,30
ID_a71df1beabe85b9bdb3fc718922ee2b5985eac0c19e66b9482165fe0fc3f43e6a5dcaf0ede58918222bc1b485e56635e22f21e0595bf2fcc2941aa453edcbbe0,2022-04,0,4,9,7,51
ID_ab53ab4e94fcc69e93da6b560e0d31d4eee8cfa087f98495ec0062c743c0fc2e9ad1f78940277cae7121dc605a16fc047a1f13cbd0644df9eae6882a026283f8,2022-09,0,15,19,1,54
ID_be6d0626d4d9f705a0b049de8010a94b8ece9e1e6d1b05dcf86077cde73283fe330b194d5dada9e2d8086463068c85fea57b61149ccaaf59eff8655de16a59c9,2022-09,1,13,12,1,36
ID_c2006697013b05e73e7bd9841d4d8e455b887ac9ccb0cf4779108c256d841f7d51febcef21cac607589e5f040f26c55065e56377c97171fe0bb15c2b355005e0,2022-09,1,8,10,1,26
ID_c53de28efdc8d49a4f1b6176414a512f903d2a192dd4eb9419d68450638490a59934860c1d9e5bf7a14a07661dafd31858d6a34a4fcaa946a4433e519424aef9,2022-09,0,10,8,7,57
ID_cd228d4c6a1c4eca688ec6ad3b38946317dc89270f1381402743d852171d8de2d4451e61771060d6276377abbeba5570909ab2f4cd597bbbf501211ba8d1f4fc,2022-08,0,14,11,1,29
ID_cda7f03a1cdd8dff2e40b4ab734605394780d73f3949fcdf43d2ecc9127bf7a1ae96a344e92ee60830eb383b045139e6836293a1b949228ba7edbcf3ee73d092,2022-08,0,2,10,6,30
ID_dcfaf6d7f14b757755e9fc8b5ce96616885a621c9c335140df7d5cf89f0445232efd16b8f5822e2c1a03abf4d198dbfbbcd736e92fe96cb042d903867210203e,2022-09,1,11,6,1,32
ID_e654ba089dcf14be8c8b99e5e42bce378d5587b4459220881f9c438fb38ecdebc0b0da1960652b3cc1d010cf77c3343e22fa15fbb60a050f7f7dc2cff8c30c2e,2022-08,1,8,11,1,34
ID_e9398135c2eb27ab8a6caf61550c6775c525502325d88c1866ddd44075d800de64358e5a654b44f10d9069aad7c4ca2ce2b2f1aecaeeddf71cc0dde5a6388126,2022-08,0,17,12,1,54
ID_ee4f281fcd6f61d6d2ee75dc0f4ceb8eb8b3337b3d50e18efd9e39b7a394f7d24d688cb5563a10b8d65fdfb0759f7b900f7935c7ded603d3158b3bc0ddc29baf,2022-09,0,3,5,1,23
ID_fa13e56d8f6a8fa3835725f30e56e51ecbc399ee0888d0057cbf203489b0c2b2d4ca0b02ff6e1837d863eb4726a7d9e863df53000fe842288f3d7045730786f7,2022-09,1,14,8,1,22
ID_fecebdd617f387ae67b4627af6f3287c692b8e4a14eed838f3c6bfcda2301580dbbd80f4c9888dd24060bf765afec1ede05d626a0981166f86e84ebae3498a52,2022-07,0,10,6,1,53
ID_00b9a7564f18a756008860622ad761e31786e0942d1af4ca6913126b073e0947e76356d689726a4bff6d58d7ec98cc08ea2e75377aa865daf8932ac8f169cc9f,2022-08,0,1,19,1,30
ID_04a023e967a199a4d43b96de0602dee177aa13962c5010d28d362eb9cd2cfaf942308213e568133fb6da5aab83967a928ef76aa85a24a9cd4d800c6c84bdebcb,2022-09,1,7,7,7,59
ID_0719b5e8b834b4b45a33dc93671b01942090d0c4098874876f6022c2431a284f98020bc58b30d94ca59ee9bbda39914796d3cc29bf6351fbbaae890d9d681ce2,2022-05,1,5,8,9,34
ID_1078504605c53683182c065d90174a968239a62454bc68d134e8175bc3f086364edb24322aae061245b8548953ef5177237cb87f47b99a434b2d5ac64b6e56d0,2022-08,1,16,3,2,54
ID_1465b2b1c78529591f1078daef680221c25592fc1f35263e718681d68a7e257e8d69016024796cb70a91cc34b59d5bc4f739a31570c6bc32f3e1bc9e2bc99a42,2022-08,1,9,13,1,55
ID_181a446744c9397bd35a70d4e42e58a76ed4a94eae5d3756b5b6135445f02e70f6205efc18fd310235ccf7098ef3c43c6375b6d902df8c78010d213c71f09e90,2022-09,0,9,6,1,25
ID_1a52a3ea8fe9c84a1ff96b81ca80f411282b946f82b11a87cdec80a155b302c3980322b59f29a875baceaf80979332f4ff1c767e1b9ca284b8c893936ea7d93e,2022-08,1,7,17,1,38
ID_1a6260a9666a8e74b44a541618b0a0f5767de1ea59a7fa1aa00c7ecad3b7eb1056f08e6b2292700796ee621d24b020e224daa3c3397e49d86c753e5e7e2b957b,2022-09,0,15,15,1,32
ID_1b9f803e9a61db747c5f6fb722e0b9debde4ca58109e6559537169fed29723e746460aca0d07010f21b85e6fc0697293fc6fda3afb00308b7c4e18b7ca9ec7b1,2022-03,1,15,16,1,45
ID_1e0c9f9147b38d11abcb5ebb4dde3f435829c0c83b0b17997c470ad8e6741738ea1206a4948c08d83079afdceed0ec604f109a2c0023ea933e007eaa29e7a799,2022-05,1,1,5,1,21
ID_22b49d5a0d4b89e3744233cc0826a3e2164d92972c7d1a7a46aed2b21ba1e006d2865b6181bbe025486c775b5793dd1bd2a4ab215e5514020c8624e2aca4a26d,2022-09,0,19,11,1,37
ID_29c793f2edf7a4d9777d0b6070b0619d30dbe5f6a848f176a040087f5f00fffc132ffd1728f4baedf7a8eb7d2a56d01954fc204ec19201b3cf676b8a5cf8c55a,2022-09,0,13,14,1,37
ID_3475dc4e8d77d216b712c7d441570049401b05125eee69e13fb36f6dea3a4bdc2d19970ba582b31f2d4af4e52f3b9c4812f4704bc3cfd4ae45fb297c8821d97e,2022-07,0,7,7,1,22
ID_367518a1a6ccfd731bfb5e16cc30428de9314ff4939332dc54b0b8d4dd6a875a64599a7bb1db61db6d8e8fa8d07b1b4aea31095bc76ae0ff0741253750edfd48,2022-08,0,12,7,1,21
ID_38b78b638b3838ff91b61e5cab5809515d26256b4c42da2486afa7d3630e085e38d0b8f956584b992792ded0b290200bd888f1d30c928723dc85a5ff3bfd5637,2022-08,0,13,6,7,60
ID_3b09486ec2fc862df8cbe77cabb7d23421b17fb226f158d20ac7d8f9b21277f5ed933c3f6b7ccf64f5239806ee21fe682c020f15948de5cf94650d5e5713263c,2022-07,0,10,7,1,18
ID_3b5b16bea462d5d36034325a5f7003e46a492c9f439b1baa9e7b699c17e7454fff07135571b53f2812c48d1476941b25bdbd7730f86987ab4d4456bde26e5780,2022-09,0,9,12,1,52
ID_3d5d391c551e79a4da05e9b4c8e0f9b164ad70afa91490f65e38bc00c9bfa2b8a7a6fc133207bba4fe51fc87fd0ad76610fbd1f058a6cdef7bb0cfd566f1caf3,2022-08,0,14,5,1,27
ID_3decf894c313edbf67d61d9a52a12bdc5c0e8781f28744b6940ef1fc68f755cfb9065a830dc72a580b35e6df242e58c17405ee4e6b3f1450b9acb14482c67fcb,2022-09,1,16,3,1,47
ID_3ea1f8629439888e977ce250eac872e6f408703a1fd16d530a481e47093a7c4cd9f4a2dbd6964d3b94d57bc250712a7b617cc23d88bf341bc7cedb7bc0d85e88,2022-07,0,13,10,1,47
ID_4327aba545fd64834d7d3082cd0814b54e139e10b81f764455e2eca9e8991d586bd8f5dcc080f4a827a6c9acf13c156329a3b794d7f007f64b369126f2cb2276,2022-08,0,12,10,1,35
ID_4901b12489a9097e79c0979c4dafb5648ba0bad3364733e397a005eab2e855bee8b3beb56c4dfbf7d50c477830e5e675eceb3f507f2ae12ab6709866a9847f27,2022-07,0,9,6,1,33
ID_4a895ef38124e14c82d97f75c9789609c7a8c21d1a1b43037134b04e95040a2ac9d400fa481ce2942c1574b0e8cd33f8dbc78581541991a4b57ec70d390905fe,2022-08,1,7,14,7,53
ID_4cab81a80e328cc805fae75ab58b5d13be9a41fe6318c669238234b8a75934645a7452c54085ff062e257cb4b3e87ce7556b19e7e5520d25912bf7aa6b6f97ce,2022-08,0,5,11,1,39
ID_5077f4dec7ac5855f319b9a58f12b85e826c7d11598b44455a95a229546944347bb3a7833d9bb84e541c69bf88d0bf8422ae393abe87daa2544bf59934448024,2022-08,1,16,4,1,47
ID_50dbceb2d9cece58912d6c32998beb8a4cd0bd3cca3013934cfbd3dd6a140a01caf1ec94938d3ed2cf540b1b0c44b8856d6fae73f3851fcfc18f8b694eb91e8c,2022-08,1,7,4,3,29
ID_57c8173cd6dc896adf22333b6b350632b069e885afceb0593882c4189565874c31f3b6c7d2c3f88f79303a9804744b322c47d5e0756cc0b1018099a533465447,2022-08,1,7,10,1,39
ID_582bc33e36ab813fc3a4a7c7df231a7387f396439baedab0165f211d211542f2a8c5929579a84dc20129f28adab1b5fb7ed6769a7c9a312b7e977198eea61887,2022-09,1,16,11,1,45
ID_6415ce4d8edfbd052ae96bb571ac945dc7ef1f37ccf03daf0c03c69a598617cfd1b8ea2c441310ff69aac4fde295be100cf6e99738fb5339058c0c5f9d2a45a7,2022-09,1,14,14,1,57
ID_73a1b46385dabe373149c09ae9f700ae33508113c3fcbbfda51e299e6a9724e59f67cbf5ccf4fb87f3511259a43bcc9ba73923f6f8119f424e5704459969eabf,2022-09,0,12,19,1,43
ID_7479a5439c4ca9e349b2e3c26fb77c508b6662b7129c50d87808eebd435c3894dc51ca22d6bfd00f2faca95b0539209bd470f51dfb58377cfa646984655e87c1,2022-04,0,12,10,1,32
ID_756695745b3be048078b07f83610b0307a66f5ed31782c77e1a2413fc86c34f508489368b02d2b0b3c4e7320cb46187d464b1245e878115101ae5d42854d5e53,2022-08,1,18,11,7,50
ID_7eb2f8a981086940e434847613843ceed2ac6c99dd9fa72b09c55d8a3f454940cb5c67c72937b14a614ab5eaa001fd657aefd88f64123c477b5c4d5be12fcef0,2022-08,0,14,11,1,49
ID_9caf6ca2b4640cfb485feea50049f878599c2f1a135feebc43737029261a454ea0d938ec4f47f1fa8e955e46d27902877366eaafbbd5187dd671a0a3bc389bfc,2022-09,1,14,13,1,45
ID_a4f514dfff2a4ec830f43c835f37c42a5329603a88644fbf25fd71097c7cf6892b4d3f3199779dd5100b1ebfde59b0c42bb683fdfd278efc5731d8bb46eff205,2022-07,0,6,8,7,73
ID_abe76324bd186308758e494102a8a43e643476adcfe25fc1ecbb256b0fee0751dec2e6408805ec897d2bb50f81639288141636d4545feda7788a188c05f80474,2022-07,1,6,5,1,49
ID_b35fb6ff4aea81544099f199b8ada7bc1af5cdffa1e1299e53a53bc1cc17390742726355537629c56d8ec652ad64cdf72015fdde61c9a6c55159443d7e88e27b,2022-06,0,8,7,7,46
ID_bc7a02a9740a46aa51872873200f62b5aab7b757693324c3bdd16fb028dc8cdd8fa40381f5f259c3cc307eddbe297f44b73d0f0c8b162a67ebd53599359d61f6,2022-07,1,5,10,7,62
ID_c1b025a1accf3f8e14ce05537e72d87f783e9360182e81f90aa2c94dc655a0c348670662f5124f40e0495d981328554873ec7a4de441bc639a8a4dd0240e30f1,2022-08,1,12,8,1,21
ID_c27d5ac7f20c9cc1bdb8530be88e3e74bf7624d9147b683b28e7ed645024cf42446420231672bfa6b79e62a30d3ac901e31d0d724b32e4045117de35d6f11b19,2022-08,0,5,6,1,26
ID_c2b81719c9f477f704f730ad1bd737e10bbeeab344b91f6e38d620a2f8670864f8bf31d703e5589fca6b68c3a2bf069d81891c19baa15a5180569a6eb31c2e89,2022-08,0,9,4,1,51
ID_c34141716cc9a7b94fb440445a91fee852e33b2f6d6755ce6c966becd6d7ff791e243ff847214c38cbb9b26e7d92033832e829d5326516c5eb05ba1aab993ccf,2022-09,0,8,7,1,22
ID_c4c23a505c3ba0f70ce0088c40fc2fb3c7e5b4eaeddc3685689c01de6d35a8c5f70479b542bffa12986d5cc8b05bca909a114c3598d96440410cc6f8783febcc,2022-09,0,13,9,1,32
ID_d1329cbcbae3936f01d4f6d876abbff656a193f3d8f7f6b46fbebd0f1dd19cc814a6fced229b0ac2fcb0f2dccc92d174fb8f28e39c53846f7c2f8cc71d49db5b,2022-06,1,5,10,8,43
ID_d61f2cbcf22e5d246f224fbc75be451d989c8fcf53fccb17d7e82dd8e16212c5c0ef5191857a8036dcf0fa86340095fdfa5e0fd4e0de682084a22839f9bb8c04,2022-09,0,18,10,1,38
ID_db50656f18937cbc7264d1c039e0d8cf01ac487dbe4fa47dc7f91be64e8aa53571c5fb010863949fe2971415f223c32f84bbd41dcec9e4d11ff63197c74177d9,2022-07,1,14,6,1,44
ID_e0c39bc395988baf3818f22fe76fcba2e7fcde764925f65a8b6699ec10c63f97c7ca6907847f274188bf51cf5e65616880028d9fbf6d5e26d17889b6baf81e8c,2022-08,0,8,9,1,31
ID_e4a3a429effce56c15a42c16e2e5b3a034f9294444116c8126a7763a73f35869e6448c5ef30ea1c79d5c5f081237d6490cabee37a8cc1399e3eb7feb1d626e7a,2022-04,0,15,8,1,35
ID_e790dbc92a726f1d82b0fd0b8187d95b493d5c95072347f759340e41e3270a70a24e0555c001aef218664a2d98395a6e962444b4b65245b3a5d52c905ee8a617,2022-08,1,13,5,1,44
ID_e9b8fd74e9c07bca04510502f0073c914980807edb42e7a2ab5903bcf230bfda5bda84815291b0611c274fdbd81926137193eccaf3d11fb90ca88a147bb90777,2022-09,1,15,9,7,67
ID_ed40921f7e12fea274fa252d3972c1a2dfa18fe2f91da8ac214ebc9123ed0f958482deb2cc214c4b8971c243dc6db14a319a783d68291f6a2d3e1d67fd888c89,2022-09,0,16,15,1,30
ID_f379a0d67aa258a86cda712d247ea004b2d6df93f5b57d1a449b039073641f5353ba10b52f2af6b43c4a3aa9a6d559aae60dd1835a4371c2bac2de86a2be34c6,2022-09,1,16,8,1,25
ID_feb43b86a96ab5c716ddd533a43606f00270e30c6ce57dc76d67bf1ce90c0d3d71b379583f5a99930fcf594c485d3baa06e32a91464332418956d2489b21cf88,2022-08,0,16,7,1,21
ID_14888e3d228ca36c4d5550258a057ed41f186447564477d8c9ae66c2b9e564e61edcdca71ef5e051f753a933557d44bcb76c22c5756e29ffa2822dc93e38037b,2022-08,1,5,12,7,68
ID_14efb2159d4385180d2d9a70e67eed1453167147c487e7c49266a0a594409f83d4630e3617136ee7e32ff02afe805336422621adf7461277d8c62e2c881e312c,2022-05,1,3,5,1,36
ID_1ba77ca526c1afce4422508750cd38c0be420e4c66cbc85e5ce0455e925ed2447feaba7b3305f31b2b933fe2d7db8b7d2ac7d8fc3784703e51478492183f16c3,2022-08,1,18,8,1,53
ID_23f7c147269b542385ccd598609f573a51d9ae831aac85ae2d05bdec6ab99c8c6b34fd8b6f52618cdc29e92611529ee10911ec2ea5f0d0aa1b6dd4a0c9efb9c5,2022-09,0,14,15,1,36
ID_2779994841d207bb47e06c0ac29230308aa80ea48871a1e378dd34d352a1f227613c16237f3ccc2cc316ab461c1d971cffc9b5dad1081ecab5bb5f0d9c40fcc2,2022-09,0,8,11,1,36
ID_29ba24397483135ea20fcc5385e60d38f4a9994bda611fa79f7fcf9bffec049e38e3214ba9296e2bd73a94dda082b233d512491bfbdb4ee744412e72792ea133,2022-09,0,15,22,2,42
ID_2e2135a3883f3a9bdf1b3a9ac7bc4257ef2d9059c2b8ea81d4af254ad5537f95345be21eec3a71ca42eed96a6538f8febaeebd12777ce7a9cd6abb21efee72a4,2022-06,1,13,5,1,50
ID_2f22c8c77455e6c4082c0bdd2efa9b0a6145da73734cba36ec000326051e255e221f6b5dec04be6e401127a8d0b36c0689bf46a51a1d43083ba06daeb29a2e9e,2022-09,0,14,13,1,38
ID_375041212d0e8c2973b67da1644f882c296f798a939a513146b1394cc35ef1ad2f65e8c5bf420e88be08f5bcd8c822fd82582f08b1bb6833bec614b67a6b3efe,2022-08,0,6,4,1,32
ID_3b124afe254d50cc6c4ff47940a9a9acc4824e7df8f76814b6ce43d38cda2840d15f7d0032926a3c1ce158bd2e6c126252617bcd114a978571f535fb1586f1f2,2022-07,1,14,17,1,41
ID_45b229c7ec613ee9a5485234e3f15127668dcbec588204a3897353e7302a9b4b488e48d402f3128c4d8d04279f7fc6a768863d257128846be352d5c5bcff1932,2022-07,0,16,11,1,38
ID_488337e02072add1048e0a52959aa8655c59cebc8857588938e1489a27f195b98e9f5cff233e87bf7aa5256abc742844ed5457b28bafd3921870c20e1461c64e,2022-08,1,4,4,7,48
ID_50e066c161133f6a847ebb0d47b6656aa48cca7efd01bd8c4647e0aae3fd5d1feb44241d846d80e440a1e326d9f5b54315510ce91de7fa05ac7f219858b16f12,2022-07,0,9,5,8,31
ID_61da6b7772a848734d19188c402230643fafa91991adf8c4198a51da05ae48db9823f2bcbea68ff0fd122ba95bd9f9a2ccc67d1bc787b00ed7da51efff9c8367,2022-08,0,14,9,1,24
ID_66a89d6a17089dce4bc08343dec35385e5f77d9f20583374a02d741d3b69a66190f7d8571eeab481dd8c5b430903f28d52327d75384a57b51374ea201673b768,2022-09,0,9,13,1,31
ID_6d46acd3a49360a842b4f39a9e50eb66b7a563155d3373536dd48f1ff27237e1f1525310e2eefae6746f3a04f6e079033e822b556a0c69d47538bbf660f8675a,2022-08,0,15,9,1,32
ID_73f038241e69a026ee4b484bbe49e92bb6f8b306e28361045e9e1b9ad0ccdd532e32b91a8a9687b702dbd3e999ad6e428a01061c9175ea60df317d8115f10925,2022-07,0,6,7,1,23
ID_785899de053120596febc057cafb10c403ee28894b802944d1ed31809de9cb4af1628b43c3c9aea07d1704eb9611a896dd248908dd866c78f63a69534122c4cb,2022-07,0,4,10,1,51
ID_7a7ac91e08c3004b684f65980a64127140f2b50e96b96a480764e36588caa62ed2100ecf748dd9c97c2f35236a3623eb709d4aa6acd7474597e46993c7b6f4d5,2022-08,1,9,6,1,38
ID_7c0644a3d7c00e131adcb2f17677883c180f2d235ad495a565fc02088de49ab74a1191b3747b3131327904fa5adec49b596784761c84714930c0b5e567cc8865,2022-09,0,16,15,1,29
ID_7f68a2e6d758893e5a31d9e9211c847705bae17fdf3b44c50d87d74915306f80fd7e44cb5ab6aa56c6fd7f64b5dc4398f80ae7fdcfe4f64f228727dc45637feb,2022-09,0,13,8,1,26
ID_7fc19c9841932b42febcdddc812ecba293e05bc649cd87f3c1e0b9fb5376f4e32bd72c27822ba3ab57576bddef70bb387f2a746b6980b0edbc966fa9d9044717,2022-05,0,6,2,1,21
ID_8b3d597cb5fe9b252c50f7b8949dd86faf55c72755ad7b66b74330df2be14a31d940f46374ce692f5d3a6deec151e74b15e3d4d5b9b5ae060336d5a29cf9f198,2022-07,0,16,4,2,48
ID_8b4389a500875d99d5b21399b6426395b05472667d7947d1fb4bcc695b89a815863a0f7c3b89f8c19f5925b637342792e069d61b263125c0be0ced3b9aeef6fe,2022-06,1,3,4,7,60
ID_8ce54f68c592e86205ad96aac2d104b1b6fc5e056d49873770f59536f7f24127059880dbb4eae7b8b78c57e89341cd302fb453b3f43447e425951acb600de182,2022-08,0,16,6,2,61
ID_93cd2996629a12e82d07c790e4d78f7d504b0a3f09e471b6265afdee7bbab455f72f2bc079a8c647ed5ee4e8f7249f4107d82bd26063ff47af757adb34051649,2022-08,0,7,14,1,45
ID_9ae0ef0df53e959e0f75e00d7e849c4ae2aa8296b3f61f930e3c5c9ed8a31087cb779d97a29de482f93ef5937064f7bacba49352debab1aa477aebab7ef17b98,2022-08,1,11,7,1,51
ID_c3d7f56d0af4038951c959937256df3329f2c100c97d2e280c6ffea6c0873d211115b57e78ec04940e01a94154d9b68c0fc1007b19e9844c3028d717804f2556,2022-07,1,9,10,1,32
ID_d9e95879df7acbe6e574f6cb5455bef3687e26c73b23d6d3f7916ed51e42588d17a7b30a064c4abcb10e51cefa93d3487faaee307ca48d7153c6153ced46ecfb,2022-07,1,3,7,7,58
ID_da4a1f8e84b504e203998e8342856d6359746acb602ed222d9065526362dd12ab0a4dc66fd41176a000e355bb923ac6a1513e0680d4cbac84ae3fe163d25e050,2022-08,0,18,4,2,28
ID_dca51d17a3d15bc7850b1e1a6fe63c30a7be1712e06041191e98bbccfba83d5b6716a5b15f2838f94bfb04796f5c0dd8489d56552b7c51f530b81cba3fcc41fb,2022-07,1,14,11,1,43
ID_dfc050f5e95eb25fef4bb4aeb67e552a155c51c5d3a6f98067e89ce9794f81ce0d165a6bf7628d045321cbf2151bc2f2f50564ad5da7dda13b151c3f8fa0179b,2022-09,0,7,4,1,32
ID_e4c2a20f64a767d93a5b3de1ec105e89eb425524fe1c4186a7642ad17eca27c3da8dbe8c5d9d82a393b8d7af7e0c0e81fb42bdd5efecb1d956be351cc5a69209,2022-09,0,14,5,1,32
ID_e678f21928723604b7a73429824aa6b45378019d3ad8bc495c205f0321a76143d4d143b3167ea7c376b4cab5592aefa656c208d82bb6be4036200df4ce96bd37,2022-08,1,14,17,1,43
ID_ebdd71178a797bfd06d2616e8f10229c74da7b80b2a767bd9c62762affadd9f2532f4f9f89b604b342d6a37e22f1046d550dbd1825155b36cb16f35c1b8e008f,2022-08,1,6,4,1,29
ID_ed58f84a75cbf3b27528f9aaebb59d99bcc27817d5ece58b0538f41acbd8a6340882e4bd9c1dca874365a9c74979b41ee5eb39f212b79d227d663e3f7a384f4e,2022-07,0,8,7,1,43
ID_f372c8b92442fd067700414bfb9cca52f82982eef855a2a92d126ea470f7e939571b18efa0a2d0120f23e0d67feaabc0b0108524303c7e6173a7e9cecc75266f,2022-08,0,12,5,1,33
ID_f7fe48b836df1c9f4a74c042ab9241940a558cb6298729f3b7533952b38b8efcc902dabc2ba81131813cfe8e4957c1b7bfa8c9f59ccc6f098a6cbfb243891d58,2022-08,1,3,10,7,63
ID_f857bc6ecd28deb7e3552093aa746bd604219c6e3471487773dc83bfa3de489223fbaf3a6cd0c47ffc79b6f72590492f25a6b8f73bae0da7d169505fc023e1e0,2022-07,0,9,4,1,22
ID_02c74e1e47897aaa4a0bb7dfe203e6d4e0e63d6b904b00b17f444ae55b9fb66444f8773d57d677b9f79fb71ed43a0fe9d174b8cb5b4df031121344ce5df6ef83,2022-06,1,13,4,1,25
ID_0e41d690fe408cd5a14be0c745dc42a0dd913b709a580541e8f3657874d81000ec6d5383231045da05fcf76c2fa7470c2980766bc9299fee51d86a0a8c3b6a46,2022-08,0,2,6,1,30
ID_18648f1f45475e65b4426c1bd66c3ac370cc59ed6f73b95d97e89f5ad348fe8091c14ed940c93decb0f7d94110fc587cc75eb843361b62aa5bceb44a7ac23fad,2022-08,1,14,16,1,48
ID_1b58e1cf960599914b6e853bf4453e9c120f22c876e08b165b54cb4da9be2e45b09ce1cd9932a998946f3512cd8b91cdac7ab89bc8d6d09847d9f8fddd7e04cc,2022-05,1,16,10,1,45
ID_20e95ce40f94f2837b20800a2e09f0ef9df3d9ea73016a724cfc7107abd43f21f8419db642dfceb8c77129d338844a65ceedca338ef8e4062502c0a03a121b02,2022-08,0,9,7,1,52
ID_238caa2a638e72948f8002b57e9c8a62fda60275e47aed6c713d457e7bc2429c78623e3203fa2b2bfec389ba2c78533e2fc47af84305c6711d0f4c0cefc29438,2022-08,1,12,12,1,40
ID_36fb72db46027ef621b1c3c5c4ca3b6e661110db9caf115c63b36e13d4781eed2aabe07ff3fa92f02b7070fcde76c0247a39d8a2ddf1d0f4929bde6a8c20499f,2022-09,0,16,11,1,54
ID_3b5e72b9047920e2c928c5709f33d1fdb9c3563e91c634085413724161b6937e71d2bf3f07918f194375f4b80db69691e220f6d4f4d76eb8ea928dfc1dd93f2e,2022-08,0,8,10,1,30
ID_44ec860362d6f7987f44ed1f3a653810c3a1a269946ffbdf6d11723cc19ab685c7c7266d2e7c0a20863e103fb741aa619c549f340731556917f2546e6b3a62a2,2022-06,0,14,5,1,39
ID_45fa124a1cb15d941aefda888b788afdc7af47c6ead27b399e524a562479a863b4b2626af084045ea0cfacfe1a962e01d67d2d395a7ffdc57de27f222c9c3460,2022-08,1,5,11,1,25
ID_473d3a06d57d04b561e5178977bcffe3e5da38aa341da6a80d32242869c447f2d56d2a9929e2e52abfb634bd28c515dc19ab1c6ebcc23d69b077a62e10687e04,2022-06,0,15,5,1,41
ID_474c4577c5dd4f5f9c0bb96494b61b8f2e0c90a81f757ac85c174f2caf7cd14946f3ea366d9031b24a026f5a383ef6b53484719af11d4cf5c04bbf975ecd952d,2022-07,0,15,9,1,50
ID_47f7d9a5c619c1afdaaebbf045f6b33d7380d11275adfd489ad69c98fbf9043ea315c08345f8782486c2819b470b85a9773d36d759333899a9b39c0ef51e4d48,2022-07,0,6,8,1,38
ID_493cf260c099f043b4ab8abe3377c2d25b65d4b34e71af2a87cb324d5a1e55149a8d0409aea20f00ce656f8c13176d85558f2090727ad8ad6029f16e5b59a1ef,2022-06,0,12,11,1,42
ID_4c89b938e4a80450dcffd44f4789bd322d55cd618a28dd8fc9158e50f4ac3fe5f89e6b220bbc9fc389b14c239e3ec5a78adadbad4bd569264c777a37fa68a5c3,2022-08,0,14,14,1,28
ID_54a42c5d779ce03a8defa3cd72d573edab4e4d09972abbae337665cdc8345e9b52dbc419c8cdf1cbdd6dc730c6cedaf0107dcea56f733b06f39af7eda9d1ad5c,2022-09,0,12,8,1,42
ID_707b84006703681f94f69c4fa790e342cd1aa227cef39244025a65d46576f90a092547c8d6a7f4000eca2dec7e3402833339fc5ccfdf764216148593130bdd45,2022-07,0,13,13,1,36
ID_727a813c776bc13c4dbf976b2078938aa58a6d4868433614c4e85580cb457c393e784db16a740cc19579774c35bdd0e0c2e40ab59fbece18b3049a9866de4f44,2022-09,1,5,11,1,39
ID_74a9defcf40423320bc95f2aba0090c3ceaf88f1e75299f3bc1b607c25db890b40ba1d7711d13b5f653e0666f8103578c2fca66f9d98450609b42a5eb6d0043e,2022-09,1,15,15,1,56
ID_8c3e187c8cd6218527afe1630596d90dddffc79e54d147a01d7ba030c55307282f677adee2c70e377ed07e206bc296b4eb018f47b819eabd6a6118c56ec8fd04,2022-08,0,12,9,2,47
ID_9fd6addf5c32fa82f2356ed7f6c89c18b749ae334e2e299c9567fbbc9759f77a125276669603f39154f5d33a20ac3ab648b9160b1a186d18ae97efee0acb30b3,2022-08,1,5,7,1,37
ID_a03bf4ca0f317469c40085f640c02d73343d2f22349b97c5ca28407e34a79837e4859b1f1331059e3d3b87c0b6b44c9751f7de629a077d13879fe90c0abf79b1,2022-07,0,17,14,1,47
